Store_id	Product_id
1	8718836392429
2	27043721
3	3229820762050
3	3329770058682
4	3259010301400
5	3273220012123
5	3175681060524
5	3265479432005
5	3414280077060
5	4008471483083
6	3252371303519
7	3438860001672
8	3035626803558
8	3165440006702
8	3083681072730
9	3275411801011
9	3250390016342
9	3451790852497
10	3262971311258
11	3259011124824
12	20842703
12	3369572804544
13	3451790852497
14	3228857000197
14	3220035210008
14	3095757697105
14	3168930009269
